time,gFx,gFy,gFz,TgF
0.006170104,-0.1604,0.5557,0.9400,1.104
0.006625052,-0.1577,0.5587,0.9325,1.098
0.006902916,-0.1587,0.5623,0.9168,1.087
0.007148177,-0.1621,0.5655,0.9039,1.078
0.007347344,-0.1665,0.5684,0.8936,1.072
0.007616979,-0.1709,0.5713,0.8861,1.068
0.007826979,-0.1734,0.5735,0.8778,1.063
0.01306875,-0.1751,0.5787,0.8680,1.058
0.013546562,-0.1743,0.5811,0.8556,1.049
0.01378026,-0.1714,0.5816,0.8370,1.034
0.016452448,-0.1682,0.5845,0.8255,1.025
0.018086719,-0.1631,0.5840,0.8131,1.014
0.020396458,-0.1604,0.5855,0.7999,1.004
0.025273021,-0.1568,0.5897,0.7945,1.002
0.026379166,-0.1519,0.5914,0.7867,0.996
0.028718073,-0.1494,0.5936,0.7752,0.988
0.029991666,-0.1480,0.5945,0.7647,0.980
0.03239026,-0.1480,0.5941,0.7572,0.974
0.035036198,-0.1477,0.5950,0.7520,0.970
0.037436146,-0.1460,0.5943,0.7454,0.964
0.039923906,-0.1445,0.5926,0.7335,0.954
0.04239875,-0.1423,0.5928,0.7240,0.946
0.044737291,-0.1384,0.5928,0.7161,0.940
0.046474427,-0.1348,0.5923,0.7076,0.933
0.048698646,-0.1314,0.5938,0.7010,0.928
0.051757552,-0.1289,0.5948,0.6971,0.925
0.053729844,-0.1265,0.5965,0.6944,0.924
0.056190625,-0.1238,0.5970,0.6885,0.920
0.05810026,-0.1221,0.5953,0.6795,0.912
0.060597291,-0.1201,0.5960,0.6727,0.907
0.06284875,-0.1192,0.5953,0.6695,0.904
0.065298594,-0.1172,0.5943,0.6680,0.902
0.067539791,-0.1157,0.5953,0.6671,0.902
0.07045375,-0.1152,0.5945,0.6671,0.901
0.07278151,-0.1160,0.5933,0.6671,0.900
0.075143906,-0.1182,0.5923,0.6678,0.900
0.077388385,-0.1192,0.5923,0.6712,0.903
0.079091354,-0.1206,0.5919,0.6766,0.907
0.081357344,-0.1216,0.5894,0.6805,0.908
0.084203906,-0.1209,0.5872,0.6839,0.909
0.086475885,-0.1201,0.5858,0.6885,0.912
0.089009896,-0.1206,0.5836,0.6934,0.914
0.091393906,-0.1216,0.5814,0.7000,0.918
0.093271458,-0.1226,0.5816,0.7071,0.924
0.095349739,-0.1248,0.5831,0.7130,0.929
0.097789427,-0.1257,0.5843,0.7178,0.934
0.100052812,-0.1277,0.5853,0.7247,0.940
0.102450937,-0.1314,0.5848,0.7313,0.946
0.106928177,-0.1343,0.5855,0.7347,0.949
0.109267864,-0.1375,0.5850,0.7386,0.952
0.111096979,-0.1409,0.5840,0.7435,0.956
0.112239687,-0.1453,0.5865,0.7452,0.959
0.114332656,-0.1489,0.5872,0.7462,0.961
0.117112916,-0.1514,0.5875,0.7493,0.964
0.1193325,-0.1563,0.5882,0.7503,0.966
0.122506198,-0.1607,0.5897,0.7520,0.969
0.124634583,-0.1636,0.5916,0.7550,0.973
0.127041041,-0.1690,0.5931,0.7576,0.977
0.128388698,-0.1753,0.5950,0.7623,0.983
0.130674427,-0.1795,0.5987,0.7664,0.989
0.132934479,-0.1834,0.6011,0.7689,0.993
0.135387343,-0.1892,0.6026,0.7721,0.997
0.137788333,-0.1953,0.6028,0.7747,1.001
0.140373437,-0.1992,0.6036,0.7784,1.005
0.142715052,-0.2027,0.6046,0.7840,1.011
0.145373906,-0.2056,0.6048,0.7884,1.015
0.147098385,-0.2080,0.6043,0.7921,1.018
0.150037968,-0.2095,0.6016,0.7967,1.020
0.152128437,-0.2097,0.5997,0.8004,1.022
0.155295521,-0.2097,0.5984,0.8033,1.023
0.157314427,-0.2107,0.5953,0.8082,1.026
0.159742083,-0.2112,0.5926,0.8143,1.029
0.161099166,-0.2107,0.5919,0.8194,1.033
0.163546458,-0.2088,0.5901,0.8219,1.033
0.166295156,-0.2073,0.5880,0.8243,1.034
0.168524323,-0.2044,0.5872,0.8258,1.034
0.171699843,-0.2000,0.5880,0.8258,1.033
0.173160937,-0.1968,0.5867,0.8265,1.033
0.175610104,-0.1948,0.5836,0.8289,1.032
0.177945364,-0.1924,0.5828,0.8287,1.031
0.179773854,-0.1904,0.5826,0.8275,1.030
0.182132239,-0.1892,0.5806,0.8272,1.028
0.185152968,-0.1892,0.5794,0.8265,1.027
0.187892916,-0.1892,0.5809,0.8253,1.027
0.190001146,-0.1875,0.5818,0.8241,1.026
0.192622708,-0.1865,0.5816,0.8236,1.025
0.193964114,-0.1858,0.5828,0.8211,1.024
0.196354687,-0.1848,0.5843,0.8187,1.023
0.199005156,-0.1843,0.5843,0.8177,1.022
0.201386146,-0.1836,0.5843,0.8162,1.020
0.203677083,-0.1812,0.5833,0.8143,1.018
0.207403229,-0.1792,0.5831,0.8121,1.016
0.211401666,-0.1780,0.5845,0.8097,1.014
0.212161875,-0.1780,0.5860,0.8104,1.016
0.213152031,-0.1770,0.5855,0.8111,1.016
0.215448177,-0.1765,0.5855,0.8092,1.014
0.217367291,-0.1775,0.5860,0.8072,1.013
0.219778958,-0.1763,0.5858,0.8055,1.011
0.22235776,-0.1753,0.5860,0.8023,1.009
0.225505468,-0.1751,0.5853,0.7994,1.006
0.226729791,-0.1756,0.5836,0.7960,1.002
0.229086927,-0.1768,0.5833,0.7926,1.000
0.231898646,-0.1782,0.5818,0.7894,0.997
0.234208437,-0.1795,0.5801,0.7872,0.994
0.236479583,-0.1756,0.5762,0.7884,0.992
0.239375833,-0.1741,0.5733,0.7894,0.991
0.241765625,-0.1785,0.5745,0.7948,0.997
0.243535677,-0.1812,0.5760,0.8035,1.005
0.245496718,-0.1826,0.5787,0.8079,1.010
0.248249896,-0.1831,0.5799,0.8128,1.015
0.250578802,-0.1824,0.5789,0.8184,1.019
0.252461823,-0.1817,0.5767,0.8228,1.021
0.255696562,-0.1819,0.5731,0.8280,1.023
0.257746198,-0.1817,0.5701,0.8338,1.026
0.260060468,-0.1797,0.5691,0.8392,1.030
0.261963385,-0.1775,0.5667,0.8436,1.032
0.264649843,-0.1756,0.5623,0.8485,1.033
0.267092396,-0.1753,0.5604,0.8526,1.035
0.269431875,-0.1738,0.5587,0.8553,1.036
0.272310052,-0.1729,0.5569,0.8582,1.038
0.274640364,-0.1734,0.5560,0.8612,1.040
0.276466979,-0.1760,0.5562,0.8643,1.043
0.278324479,-0.1797,0.5567,0.8656,1.045
0.281206614,-0.1819,0.5565,0.8656,1.045
0.283393437,-0.1839,0.5574,0.8670,1.047
0.285752396,-0.1848,0.5584,0.8675,1.048
0.288640521,-0.1865,0.5577,0.8685,1.049
0.290949948,-0.1875,0.5591,0.8714,1.052
0.292872812,-0.1885,0.5628,0.8729,1.056
0.294856198,-0.1902,0.5657,0.8714,1.056
0.29712026,-0.1912,0.5674,0.8692,1.056
0.299371771,-0.1914,0.5682,0.8680,1.055
0.301657604,-0.1917,0.5691,0.8663,1.054
0.305743593,-0.1924,0.5696,0.8648,1.053
0.307194687,-0.1929,0.5682,0.8631,1.051
0.309468646,-0.1929,0.5674,0.8595,1.048
0.311263906,-0.1924,0.5699,0.8551,1.045
0.314091458,-0.1917,0.5711,0.8509,1.043
0.316355729,-0.1904,0.5711,0.8465,1.039
0.318627968,-0.1904,0.5733,0.8409,1.035
0.321125781,-0.1904,0.5745,0.8353,1.032
0.323652968,-0.1917,0.5745,0.8297,1.027
0.326411562,-0.1941,0.5757,0.8248,1.024
0.328306718,-0.1951,0.5772,0.8223,1.023
0.330722604,-0.1956,0.5792,0.8197,1.023
0.332611146,-0.1973,0.5804,0.8165,1.021
0.334600468,-0.1983,0.5804,0.8133,1.019
0.337749427,-0.1990,0.5804,0.8111,1.017
0.33976026,-0.1995,0.5809,0.8099,1.016
0.342133333,-0.1988,0.5816,0.8104,1.017
0.344273802,-0.1988,0.5818,0.8082,1.015
0.346825729,-0.1992,0.5816,0.8067,1.014
0.349105781,-0.1992,0.5818,0.8067,1.014
0.351656041,-0.1983,0.5816,0.8062,1.014
0.354419531,-0.1973,0.5809,0.8089,1.015
0.356459583,-0.1961,0.5809,0.8119,1.017
0.358328958,-0.1953,0.5804,0.8123,1.017
0.360674843,-0.1939,0.5804,0.8128,1.017
0.363299479,-0.1914,0.5799,0.8153,1.019
0.365595104,-0.1902,0.5779,0.8189,1.020
0.367966614,-0.1878,0.5775,0.8226,1.022
0.370338906,-0.1853,0.5757,0.8250,1.023
0.372394062,-0.1839,0.5743,0.8270,1.023
0.375023177,-0.1817,0.5728,0.8297,1.024
0.376964323,-0.1795,0.5704,0.8309,1.024
0.379137604,-0.1775,0.5682,0.8328,1.024
0.381385208,-0.1751,0.5652,0.8353,1.024
0.384373229,-0.1760,0.5635,0.8377,1.025
0.38779875,-0.1758,0.5621,0.8412,1.027
0.389551979,-0.1731,0.5596,0.8433,1.027
0.39130276,-0.1714,0.5579,0.8458,1.028
0.393483333,-0.1690,0.5567,0.8480,1.028
0.395962031,-0.1670,0.5555,0.8490,1.028
0.398304687,-0.1655,0.5552,0.8495,1.028
0.400719531,-0.1646,0.5533,0.8485,1.026
0.403002968,-0.1653,0.5506,0.8465,1.023
0.405663229,-0.1663,0.5506,0.8446,1.022
0.408015,-0.1685,0.5508,0.8399,1.018
0.409805104,-0.1758,0.5550,0.8294,1.013
0.412010104,-0.1809,0.5604,0.8216,1.011
0.414223125,-0.1792,0.5601,0.8187,1.008
