time,gFx,gFy,gFz,TgF
0.002832136,-0.0342,0.4485,1.0472,1.140
0.003307396,-0.0217,0.4441,1.0599,1.149
0.003613438,-0.0264,0.4456,1.0450,1.136
0.003904011,-0.0222,0.4498,1.0284,1.123
0.004155521,-0.0115,0.4510,1.0465,1.140
0.00587724,0.0027,0.4490,1.0726,1.163
0.009862292,0.0266,0.4490,1.0826,1.172
0.011226198,0.0486,0.4529,1.0821,1.174
0.013241146,0.0691,0.4571,1.0777,1.173
0.017437448,0.0899,0.4573,1.0587,1.157
0.018232865,0.1040,0.4585,1.0294,1.132
0.020520521,0.1021,0.4607,1.0035,1.109
0.022699688,0.0850,0.4598,0.9759,1.082
0.025391771,0.0671,0.4600,0.9444,1.053
0.02752948,0.0476,0.4659,0.9037,1.018
0.029202865,0.0217,0.4849,0.8358,0.967
0.031521303,0.0105,0.4974,0.7789,0.924
0.034367813,0.0095,0.4949,0.7513,0.900
0.036717344,0.0020,0.4966,0.7379,0.889
0.038430886,-0.0039,0.4988,0.7323,0.886
0.04318125,-0.0129,0.5030,0.7073,0.868
0.044461615,-0.0203,0.5064,0.6907,0.857
0.045992761,-0.0242,0.5005,0.6990,0.860
0.048506771,-0.0335,0.4952,0.7095,0.866
0.051060782,-0.0449,0.4942,0.7161,0.871
0.053445625,-0.0420,0.4903,0.7191,0.871
0.055682084,-0.0251,0.4852,0.7279,0.875
0.058219219,-0.0103,0.4876,0.7513,0.896
0.060481771,0.0012,0.4988,0.7784,0.925
0.062332917,0.0110,0.5054,0.7989,0.945
0.06468448,0.0139,0.5062,0.8148,0.959
0.067389271,0.0056,0.5103,0.8397,0.983
0.069709011,-0.0017,0.5120,0.8670,1.007
0.072032136,-0.0076,0.5149,0.8758,1.016
0.080378594,-0.0232,0.5240,0.8744,1.020
0.080869792,-0.0425,0.5301,0.8839,1.032
0.0811,-0.0698,0.5320,0.8949,1.043
0.081306563,-0.1052,0.5386,0.8951,1.050
0.083301719,-0.1387,0.5477,0.8927,1.056
0.08556948,-0.1602,0.5499,0.9015,1.068
0.087979584,-0.1785,0.5511,0.9034,1.073
0.090290105,-0.1946,0.5582,0.8990,1.076
