time,gFx,gFy,gFz,TgF
7.043006091,-0.0903,0.1951,1.0101,1.033
7.045377758,-0.0842,0.1939,1.0196,1.041
7.047900987,-0.0776,0.1924,1.0272,1.048
7.050419424,-0.0732,0.1931,1.0321,1.053
7.052695154,-0.0713,0.1936,1.0328,1.053
7.055629424,-0.0711,0.1941,1.0306,1.051
7.057485518,-0.0752,0.1958,1.0238,1.045
7.059789685,-0.0779,0.1975,1.0150,1.037
7.062378747,-0.0784,0.1988,1.0045,1.027
7.064533122,-0.0781,0.2005,0.9916,1.015
7.066798331,-0.0767,0.2014,0.9796,1.003
7.070023643,-0.0764,0.2000,0.9720,0.995
7.071835362,-0.0757,0.1966,0.9686,0.991
7.073923383,-0.0715,0.1934,0.9671,0.989
7.076293799,-0.0701,0.1917,0.9667,0.988
7.078629216,-0.0693,0.1902,0.9686,0.990
7.080468852,-0.0649,0.1890,0.9718,0.992
7.084769581,-0.0608,0.1861,0.9762,0.996
7.085705987,-0.0584,0.1821,0.9789,0.997
7.087995206,-0.0559,0.1812,0.9779,0.996
7.090361924,-0.0542,0.1814,0.9747,0.993
7.092555779,-0.0513,0.1802,0.9713,0.989
7.094772185,-0.0498,0.1787,0.9693,0.987
7.097411352,-0.0491,0.1773,0.9667,0.984
7.099573487,-0.0496,0.1765,0.9654,0.983
7.103089372,-0.0527,0.1775,0.9657,0.983
7.104707706,-0.0579,0.1785,0.9679,0.986
7.10677406,-0.0645,0.1802,0.9715,0.990
7.109096039,-0.0723,0.1826,0.9750,0.995
7.11146807,-0.0798,0.1853,0.9825,1.003
7.113970362,-0.0867,0.1892,0.9901,1.012
7.116071404,-0.0930,0.1926,0.9930,1.016
7.11910156,-0.0969,0.1951,0.9930,1.017
7.120591404,-0.0986,0.1983,0.9911,1.016
7.122816143,-0.0984,0.1997,0.9869,1.012
7.125084112,-0.0960,0.1992,0.9825,1.007
7.127352029,-0.0928,0.2007,0.9786,1.003
7.12967182,-0.0901,0.2039,0.9759,1.001
7.132607445,-0.0847,0.2063,0.9742,0.999
7.134926612,-0.0789,0.2056,0.9708,0.995
7.137624529,-0.0715,0.2039,0.9679,0.992
7.139641924,-0.0635,0.2041,0.9667,0.990
7.142045466,-0.0581,0.2036,0.9652,0.988
7.144284268,-0.0564,0.2017,0.9676,0.990
7.146182029,-0.0571,0.2012,0.9698,0.992
7.149162497,-0.0579,0.2027,0.9710,0.994
7.151828799,-0.0598,0.2024,0.9757,0.998
7.153867341,-0.0657,0.2017,0.9823,1.005
7.155952393,-0.0786,0.2036,0.9891,1.013
7.158595414,-0.0994,0.2066,0.9957,1.022
7.160296976,-0.1265,0.2092,0.9984,1.028
7.16256182,-0.1482,0.2078,0.9974,1.030
7.165089008,-0.1487,0.2041,0.9964,1.028
7.167915154,-0.1311,0.2022,0.9964,1.025
7.169999633,-0.1008,0.1992,0.9942,1.019
7.172098435,-0.0706,0.1926,0.9903,1.011
7.174495883,-0.0579,0.1880,0.9864,1.006
7.177169476,-0.0418,0.1865,0.9706,0.989
7.179548643,-0.0168,0.1758,0.9701,0.986
7.181401716,-0.0127,0.1660,1.0016,1.015
7.184652497,-0.0356,0.1704,1.0401,1.055
7.186891195,-0.0720,0.1802,1.0751,1.092
7.189545154,-0.1030,0.1853,1.1027,1.123
7.191735987,-0.1209,0.1836,1.1195,1.141
7.193922706,-0.1318,0.1880,1.1251,1.148
7.196106976,-0.1384,0.1946,1.1100,1.135
7.19783432,-0.1353,0.1951,1.0814,1.107
7.200761872,-0.1299,0.2017,1.0631,1.090
7.203290726,-0.1223,0.2068,1.0531,1.080
7.205102549,-0.1043,0.2019,1.0353,1.060
7.207212758,-0.0825,0.2007,1.0035,1.027
7.209448226,-0.0659,0.2002,0.9710,0.994
7.211807185,-0.0513,0.1973,0.9571,0.979
7.214303487,-0.0339,0.1980,0.9537,0.975
7.217425935,-0.0303,0.2022,0.9447,0.967
7.220101247,-0.0435,0.2073,0.9305,0.954
7.221951976,-0.0508,0.2083,0.9239,0.948
7.22401307,-0.0449,0.2029,0.9291,0.952
7.226433643,-0.0403,0.2007,0.9366,0.959
7.228245414,-0.0505,0.2046,0.9452,0.968
7.230755779,-0.0620,0.2012,0.9579,0.981
7.233930154,-0.0645,0.1953,0.9740,0.995
7.236465414,-0.0689,0.1958,0.9867,1.008
7.238306664,-0.0806,0.1980,0.9928,1.016
7.239975154,-0.0901,0.1990,0.9960,1.020
7.242355935,-0.0852,0.1958,0.9986,1.021
7.244629945,-0.0772,0.1961,1.0069,1.029
7.24693531,-0.0791,0.1970,1.0130,1.035
7.249901195,-0.0796,0.1912,1.0121,1.033
7.252289268,-0.0732,0.1887,1.0126,1.033
7.254600831,-0.0698,0.1858,1.0094,1.029
7.257244476,-0.0735,0.1870,1.0065,1.026
7.259577185,-0.0818,0.1958,1.0060,1.028
7.261952706,-0.0930,0.2012,0.9950,1.019
7.263866976,-0.0967,0.2027,0.9737,0.999
7.266932601,-0.0923,0.2066,0.9522,0.979
7.269002862,-0.0803,0.2036,0.9413,0.966
7.271357341,-0.0728,0.2007,0.9459,0.970
7.274085466,-0.0781,0.2019,0.9508,0.975
7.275936716,-0.0623,0.1904,0.9481,0.969
7.278303747,-0.0442,0.1953,0.9593,0.980
7.280038643,-0.0711,0.2158,0.9813,1.007
7.285972393,-0.1062,0.2139,0.9986,1.027
7.286903851,-0.1057,0.2036,1.0133,1.039
7.287303226,-0.0862,0.1958,1.0274,1.049
7.289553539,-0.0952,0.2039,1.0494,1.073
7.291777549,-0.1299,0.2178,1.0707,1.100
7.294077549,-0.1436,0.2149,1.0780,1.109
7.296313331,-0.1358,0.2049,1.0692,1.097
7.299579997,-0.1250,0.1983,1.0563,1.082
7.301476664,-0.1177,0.1997,1.0538,1.079
7.303718487,-0.1060,0.1929,1.0489,1.072
7.306099841,-0.0869,0.1887,1.0387,1.059
7.308523226,-0.0857,0.2044,1.0243,1.048
7.310534372,-0.0996,0.2107,0.9901,1.017
7.31276406,-0.0974,0.2068,0.9520,0.979
7.31603656,-0.0913,0.2132,0.9332,0.962
7.318747966,-0.1072,0.2227,0.9225,0.955
7.319935049,-0.1199,0.2259,0.9073,0.943
7.322262758,-0.1018,0.2117,0.8941,0.924
7.32451432,-0.0781,0.2019,0.8932,0.919
7.326615779,-0.0637,0.2024,0.9034,0.928
7.329018122,-0.0513,0.1951,0.9102,0.932
7.332367393,-0.0405,0.1926,0.9183,0.939
7.335303278,-0.0374,0.1944,0.9386,0.959
7.338165101,-0.0486,0.2009,0.9549,0.977
7.340635726,-0.0667,0.2134,0.9596,0.985
7.341729581,-0.0855,0.2188,0.9557,0.984
7.343418956,-0.1055,0.2259,0.9532,0.985
