time,gFx,gFy,gFz,TgF
0.002321927,0.0317,0.2696,0.9154,0.955
0.002774063,0.0403,0.2744,0.9276,0.968
0.003085625,0.0464,0.2808,0.9459,0.988
0.003395417,0.0554,0.2815,0.9642,1.006
0.004877448,0.0669,0.2803,0.9752,1.017
0.007314688,0.0732,0.2825,0.9847,1.027
0.009532604,0.0696,0.2876,1.0013,1.044
0.017323386,0.0562,0.2947,1.0196,1.063
0.017683073,0.0474,0.3008,1.0394,1.083
0.017866511,0.0427,0.3035,1.0738,1.117
0.019105313,0.0376,0.3025,1.1371,1.177
0.021676563,0.0418,0.3006,1.1818,1.220
0.024170521,0.0535,0.2998,1.1844,1.223
0.028414844,0.0584,0.3020,1.1810,1.220
0.028765365,0.0488,0.3045,1.1884,1.228
0.030427761,0.0330,0.3052,1.2072,1.246
0.032525886,0.0183,0.3067,1.2272,1.265
0.034741667,0.0073,0.3081,1.2352,1.273
0.036998698,0.0063,0.3094,1.2230,1.262
0.039403698,0.0156,0.3120,1.2023,1.242
0.041674427,0.0305,0.3118,1.1898,1.230
0.046066302,0.0435,0.3103,1.1774,1.218
0.048017865,0.0542,0.3118,1.1613,1.204
0.049900052,0.0649,0.3113,1.1476,1.191
0.051727761,0.0728,0.3108,1.1285,1.173
0.054211042,0.0830,0.3120,1.1041,1.150
0.05604875,0.0918,0.3111,1.0909,1.138
0.058332188,0.0891,0.3059,1.0812,1.127
0.063656198,0.0715,0.2930,1.0670,1.109
0.06409849,0.0488,0.2744,1.0626,1.099
0.065889271,0.0383,0.2600,1.0587,1.091
0.068422552,0.0422,0.2559,1.0499,1.081
0.070704948,0.0471,0.2564,1.0480,1.080
0.072614323,0.0466,0.2561,1.0541,1.086
0.075000677,0.0449,0.2561,1.0616,1.093
0.078223021,0.0391,0.2561,1.0594,1.091
0.079723125,0.0313,0.2566,1.0543,1.086
0.082255521,0.0256,0.2574,1.0611,1.092
0.085022292,0.0217,0.2583,1.0675,1.099
0.087102031,0.0176,0.2586,1.0658,1.097
0.088883073,0.0112,0.2566,1.0677,1.098
0.091422969,0.0046,0.2552,1.0743,1.104
0.094321094,0.0005,0.2522,1.0758,1.105
0.0965125,-0.0027,0.2466,1.0738,1.102
0.098471406,-0.0068,0.2407,1.0804,1.107
0.100824167,-0.0112,0.2364,1.0904,1.116
0.103198542,-0.0149,0.2293,1.0980,1.122
0.105559427,-0.0156,0.2185,1.1046,1.126
0.107569219,-0.0132,0.2068,1.1056,1.125
0.111355261,-0.0063,0.1958,1.1048,1.122
0.113157917,0.0005,0.1900,1.1097,1.126
0.114926823,0.0051,0.1861,1.1144,1.130
0.116879948,0.0093,0.1809,1.1092,1.124
0.119218854,0.0159,0.1738,1.1061,1.120
0.121509115,0.0244,0.1643,1.1151,1.127
0.12406375,0.0369,0.1590,1.1239,1.136
0.127463698,0.0515,0.1560,1.1219,1.134
0.130175313,0.0552,0.1504,1.1141,1.126
0.132506927,0.0496,0.1421,1.1073,1.117
0.135086511,0.0405,0.1340,1.1017,1.111
0.136139792,0.0366,0.1275,1.0980,1.106
0.138515573,0.0376,0.1228,1.0983,1.106
0.1403025,0.0366,0.1218,1.0951,1.102
0.143371667,0.0337,0.1218,1.0863,1.094
0.146788854,0.0273,0.1221,1.0807,1.088
0.148235469,0.0168,0.1211,1.0741,1.081
0.1498925,0.0095,0.1189,1.0631,1.070
0.152169011,0.0034,0.1123,1.0563,1.062
0.154425365,-0.0042,0.0984,1.0602,1.065
0.157298281,-0.0103,0.0857,1.0663,1.070
0.16013099,-0.0139,0.0759,1.0685,1.071
0.162042292,-0.0149,0.0691,1.0712,1.073
0.16471651,-0.0171,0.0715,1.0712,1.074
0.166745469,-0.0164,0.0803,1.0697,1.073
0.169010417,-0.0093,0.0916,1.0633,1.067
0.171883385,-0.0024,0.1016,1.0536,1.058
0.173831719,0.0095,0.1028,1.0465,1.052
0.177263177,0.0193,0.1008,1.0299,1.035
0.178628333,0.0203,0.1065,1.0138,1.020
